"","ADPF","Data","Nome","Julgador","Decisao"
"429",667,"03/02/2022","Deferido","MIN. GILMAR MENDES","em 2.2.2022 ""(...) Por meio das petições nº 104736/2021 e nº 2988/2022, a Terra de Direitos, a Federação dos Órgãos para assistência social e educacional, a Organização pelo Direito Humano à alimentação e à Nutrição Adequada, a Campanha Nacional permanente contra os agrotóxicos e pela vida, e a Aliança pela Alimentação adequada e Saudável; e o Conselho Nacional dos Direitos Humanos – CNDH, respectivamente, requerem seu ingresso no feito, na condição de amicus curiae.

É o breve relatório.
Decido.

Considerando a complexidade da matéria em análise e a representatividade das entidades requerentes, defiro o pedido para que ingressem nos autos, na condição de amicus curiae, podendo apresentar memoriais e realizar sustentação oral.
À secretaria para inclusão dos requerentes e seus patronos.

Publique-se."""
"430",667,"22/09/2021","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF. Incluído na Lista 468-2021.GM - Agendado para: 01/10/2021 a 08/10/2021."
"431",667,"31/08/2021","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF. Incluído na Lista 414-2021.GM - Agendado para: 10/09/2021 a 17/09/2021."
"432",667,"04/06/2020","Deferido","MIN. GILMAR MENDES","""Considerando a complexidade da matéria em análise e a representatividade da entidade requerente, defiro o pedido para que ingresse nos autos, na condição de amicus curiae, podendo apresentar memoriais e realizar sustentação oral.
À secretaria para inclusão do requerente e seus patronos.
Publique-se.
Brasília, 3 de junho de 2020.
"""
"433",668,"07/05/2020","Extinto o processo","MIN. ROBERTO BARROSO","Diante disso, fiando-me, como não poderia deixar de ser, na veracidade e seriedade dessas manifestações, extingo ambas as ações diretas por perda de objeto, nos termos do art. 21, §1º, RISTF."
"434",668,"31/03/2020","Liminar deferida","MIN. ROBERTO BARROSO","19. Diante do exposto, recebo a ação da Rede Sustentabilidade. Defiro a cautelar para vedar a produção e circulação, por qualquer meio, de qualquer campanha que pregue que O Brasil Não Pode Parar ou que sugira que a população deve retornar às suas atividades plenas, ou, ainda, que expresse que a pandemia constitui evento de diminuta gravidade para a saúde e a vida da população. Determino, ainda, a sustação da contratação de qualquer campanha publicitária destinada ao mesmo fim. 

20. Providencie-se o apensamento da ADPF 668 por baixo da ADPF 669. Intimem-se as autoridades para o imediato cumprimento desta decisão. Intimem-se as mesmas autoridades e, ainda, a Advocacia-Geral da União e a Procuradoria Geral da República para manifestação, no prazo comum de 5 dias, por analogia ao previsto no art. 5º, §1º, da Lei 9.882/1999. Na sequência, os autos devem voltar à conclusão, para que, na qualidade de relator, possa levar a medida a referendo do Plenário. 

21. Determino a intimação do Google, Instagram, Twitter, Facebook, Telegram e Whatsapp acerca da presente decisão."
"435",669,"07/05/2020","Extinto o processo","MIN. ROBERTO BARROSO","Diante disso, fiando-me, como não poderia deixar de ser, na veracidade e seriedade dessas manifestações, extingo ambas as ações diretas por perda de objeto, nos termos do art. 21, §1º, RISTF."
"436",669,"31/03/2020","Liminar deferida","MIN. ROBERTO BARROSO","19. Diante do exposto, recebo a ação da Rede Sustentabilidade. Defiro a cautelar para vedar a produção e circulação, por qualquer meio, de qualquer campanha que pregue que O Brasil Não Pode Parar ou que sugira que a população deve retornar às suas atividades plenas, ou, ainda, que expresse que a pandemia constitui evento de diminuta gravidade para a saúde e a vida da população. Determino, ainda, a sustação da contratação de qualquer campanha publicitária destinada ao mesmo fim. 

20. Providencie-se o apensamento da ADPF 668 por baixo da ADPF 669. Intimem-se as autoridades para o imediato cumprimento desta decisão. Intimem-se as mesmas autoridades e, ainda, a Advocacia-Geral da União e a Procuradoria Geral da República para manifestação, no prazo comum de 5 dias, por analogia ao previsto no art. 5º, §1º, da Lei 9.882/1999. Na sequência, os autos devem voltar à conclusão, para que, na qualidade de relator, possa levar a medida a referendo do Plenário. 

21. Determino a intimação do Google, Instagram, Twitter, Facebook, Telegram e Whatsapp acerca da presente decisão."
"437",670,"08/04/2021","Não provido","MIN. MARCO AURÉLIO","""(...) 3. Conheço e desprovejo os embargos de declaração.

4. Publiquem.

Brasília, 6 de abril de 2021."""
"438",670,"10/03/2021","Indeferido","MIN. MARCO AURÉLIO","""Petição/STF nº 81.515/2020 (...) As situações concretas devem ser solucionadas, considerado o pronunciamento final do Supremo, no campo próprio, que não é o revelado pelo controle concentrado de constitucionalidade.

3. Indefiro o pedido formulado.

4. Publiquem."""
"439",670,"08/09/2020","Agravo regimental provido","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por maioria, deu provimento ao agravo regimental, nos termos do voto do Ministro Alexandre de Moraes, Redator para o acórdão, vencidos os Ministros Marco Aurélio (Relator), Edson Fachin e Ricardo Lewandowski. Não participou deste julgamento, por motivo de licença médica, o Ministro Celso de Mello. Plenário, Sessão Virtual de 28.8.2020 a 4.9.2020."
"440",670,"18/08/2020","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF-AgR. Incluído na Lista 570-2020.MAM - Agendado para: 28/08/2020."
"441",670,"03/04/2020","Negado seguimento","MIN. MARCO AURÉLIO","""(...) 3. Nego seguimento ao pedido."
"442",671,"16/06/2020","Agravo regimental não provido","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por unanimidade, negou provimento ao agravo regimental, nos termos do voto do Relator. Plenário, Sessão Virtual de 5.6.2020 a 15.6.2020."
"443",671,"26/05/2020","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF-AgR. Incluído na Lista 142-2020.RL - Agendado para: 05/06/2020."
"444",671,"03/04/2020","Negado seguimento","MIN. RICARDO LEWANDOWSKI","""Isso posto, com base no art. 4°, § 1°, da Lei 9.882/1999, bem assim com fundamento no art. 21, § 1°, do RISTF, nego seguimento a esta arguição de descumprimento de preceito fundamental, ficando prejudicado, por conseguinte, o exame do pedido de liminar.

Arquivem-se os autos.

Publique-se.

Brasília, 3 de abril de 2020.
"""
"445",672,"13/10/2020","Procedente em parte","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por unanimidade, confirmou a medida cautelar e, no mérito, julgou parcialmente procedente a arguição de descumprimento de preceito fundamental, para assegurar a efetiva observância dos artigos 23, II e IX; 24, XII; 30, II, e 198, todos da Constituição Federal na aplicação da Lei 13.979/20 e dispositivos conexos, reconhecendo e assegurando o exercício da competência concorrente dos Estados, Distrito Federal e Municípios, cada qual no exercício de suas atribuições e no âmbito de seus respectivos territórios, para a adoção ou manutenção de medidas restritivas legalmente permitidas durante a pandemia, tais como, a imposição de distanciamento/isolamento social, quarentena, suspensão de atividades de ensino, restrições de comércio, atividades culturais e à circulação de pessoas, entre outras, sem prejuízo da competência geral da União para estabelecer medidas restritivas em todo o território nacional, caso entenda necessário, ressaltando-se, como feito na concessão da medida liminar, que a validade formal e material de cada ato normativo específico estadual, distrital ou municipal poderá ser analisada individualmente, nos termos do voto do Relator. Falou, pelo requerente, a Dra. Claudia Paiva Carvalho. Plenário, Sessão Virtual de 2.10.2020 a 9.10.2020."
"446",672,"17/09/2020","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF-MC-Ref. Incluído na Lista 574-2020.AM - Agendado para: 02/10/2020."
"447",672,"17/09/2020","Indeferido","MIN. ALEXANDRE DE MORAES","Em 17 de setembro de 2020: ""(...) INDEFIRO os requerimentos.
Publique-se."""
"448",672,"17/09/2020","Indeferido","MIN. ALEXANDRE DE MORAES","Em 17 de setembro de 2020: ""(...) INDEFIRO OS PEDIDOS DE INGRESSO COMO
AMICI CURIAE na presente ADPF.
Publique-se."""
"449",672,"25/08/2020","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF-MC-Ref. Incluído na Lista 523-2020.AM - Agendado para: 04/09/2020."
"450",672,"25/08/2020","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: Incluído na Lista 518-2020.AM - Agendado para: 04/09/2020."
"451",672,"09/04/2020","Liminar parcialmente deferida ad referendum","MIN. ALEXANDRE DE MORAES","Em 8 de abril de 2020: ""(...) CONCEDO PARCIALMENTE A MEDIDA CAUTELAR
na arguição de descumprimento de preceito fundamental, ad referendum
do Plenário desta SUPREMA CORTE, com base no art. 21, V, do RISTF,
para DETERMINAR a efetiva observância dos artigos 23, II e IX; 24, XII;
30, II e 198, todos da Constituição Federal na aplicação da Lei 13.979/20 e
dispositivos conexos, RECONHENDO E ASSEGURANDO O EXERCÍCIO
DA COMPETÊNCIA CONCORRENTE DOS GOVERNOS ESTADUAIS E
DISTRITAL E SUPLEMENTAR DOS GOVERNOS MUNICIPAIS, cada
qual no exercício de suas atribuições e no âmbito de seus respectivos
territórios, para a adoção ou manutenção de medidas restritivas
legalmente permitidas durante a pandemia, tais como, a imposição de
distanciamento/isolamento social, quarentena, suspensão de atividades
de ensino, restrições de comércio, atividades culturais e à circulação de
pessoas, entre outras; INDEPENDENTEMENTE DE SUPERVENIENCIA
DE ATO FEDERAL EM SENTIDO CONTRÁRIO, sem prejuízo da
COMPETÊNCIA GERAL DA UNIÃO para estabelecer medidas restritivas
em todo o território nacional, caso entenda necessário.
Obviamente, a validade formal e material de cada ato normativo
específico estadual, distrital ou municipal poderá ser analisada
individualmente.
Intimem-se e publique-se."""
"452",673,"31/03/2022","Extinto o processo","MIN. DIAS TOFFOLI",""
"453",673,"27/08/2020","Adotado rito do Art. 12, da Lei 9.868/99","MIN. LUIZ FUX","em 26.08.2020: ""mediante a adoção do rito abreviado previsto no artigo
12 da Lei federal 9.868/1999.
Ex positis, notifiquem-se as autoridades requeridas, para que prestem
informações no prazo de 10 (dez) dias. Após, dê-se vista ao Advogado-
Geral da União e ao Procurador-Geral da República, para que cada qual
se manifeste, sucessivamente, no prazo de 5 (cinco) dias.
Publique-se. Intimem-se."""
"454",673,"18/08/2020","Deferido","MIN. LUIZ FUX","em 17.08.2020: ""(...)ADMITO o ingresso da União Nacional dos Estudantes -
UNE e da União Brasileira dos Estudantes Secundaristas - UBES no feito,
na qualidade de amici curiae.
Publique-se."""
"455",673,"29/06/2020","Agravo regimental provido","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por maioria, deu provimento ao agravo regimental, assentando o cabimento da presente ADPF, nos termos do voto do Ministro Edson Fachin, Redator para o acórdão, vencidos os Ministros Luiz Fux (Relator), Alexandre de Moraes, Marco Aurélio e Dias Toffoli (Presidente). Plenário, Sessão Virtual de 19.6.2020 a 26.6.2020."
"456",673,"08/06/2020","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF-AgR. Incluído na Lista 287-2020.LF - Agendado para: 19/06/2020."
"457",673,"03/04/2020","Não conhecido(s)","MIN. LUIZ FUX","03.04.2020: ""(...)NÃO CONHEÇO a presente arguição de descumprimento de preceito fundamental, com fundamento no art. 4º da
Lei 9.882/1999 e do art. 21, § 1º, do Regimento Interno do STF.
Publique-se. Int.."""
"458",674,"11/03/2022","Prejudicado","MIN. RICARDO LEWANDOWSKI","""
(...) Por essas razões, julgo prejudicada esta arguição (art. 21, IX, do RISTF). 

Publique-se.""

Brasília, 10 de março de 2022."
"459",675,"19/04/2020","Não conhecido(s)","MIN. CELSO DE MELLO","17/4/2020: ... Sendo assim, e em face das razões expostas, não conheço da               presente arguição de descumprimento de preceito fundamental,               inviabilizando-se, em consequência, a análise do pedido de medida cautelar.

Arquivem-se estes autos.

Publique-se."
"460",676,"21/10/2020","Negado seguimento","MIN. ALEXANDRE DE MORAES","Em 20 de outubro de 2020: ""(...) NEGO SEGUIMENTO à presente Arguição de Descumprimento
de Preceito Fundamental.
Publique-se."""
"461",676,"25/08/2020","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF-MC-Ref. Incluído na Lista 523-2020.AM - Agendado para: 04/09/2020."
"462",676,"25/08/2020","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: Incluído na Lista 518-2020.AM - Agendado para: 04/09/2020."
"463",677,"02/02/2022","Deferido","MIN. RICARDO LEWANDOWSKI","em 1º.2.2022 ""Trata-se de pedido de admissão no feito na condição de amicus  curiae formulado pela Associação dos Juízes Federais do Brasil – AJUFE  (doc. eletrônico 25). (...) Assim, considerando tais premissas e louvando o interesse demonstrado, defiro a habilitação, como amicus curiae, da Associação dos Juízes Federais do Brasil – AJUFE, por entender que os argumentos apresentados estão contemplados na exordial desta ADPF.

Publique-se. Após, tornem conclusos para julgamento."""
"464",678,"29/04/2020","Negado seguimento","MIN. MARCO AURÉLIO","Em 29/04/2020;

3. Nego seguimento ao pedido."
"465",679,"06/05/2020","Não conhecido(s)","MIN. LUIZ FUX","""Ex positis, NÃO CONHEÇO a presente arguição de descumprimento de preceito fundamental, com fundamento no art. 4º da Lei 9.882/1999 e do art. 21, § 1º, do Regimento Interno do STF.
Publique-se. Int..
Brasília, 6 de maio de 2020
"""
"466",680,NA,NA,NA,NA
"467",681,"03/03/2022","Prejudicado","MIN. ALEXANDRE DE MORAES","O objeto das ações em curso trata do alegado vazio normativo que resultou da edição da Portaria COLOG 62, ao revogar integralmente o conjunto de providências previstas nas Portarias 46, 60 e 61, editadas pelo mesmo órgão do Exército Brasileiro, em prol da implementação de um sistema efetivo de rastreamento de armas, munições e demais produtos controlados. Na decisão cautelar proferida em 16/9/2021 consignei a necessidade de, suspendendo a Portaria 62, resgatar a eficácia das Portarias 46, 60 e 61, para garantir a “efetividade das medidas de marcação e rastreamento de armas, munições e demais PCEs previstas nas Portarias COLOG 46, 60 e 61, todas de 2020, sem prejuízo a que o Comando Logístico venha a introduzir as alterações que entender devidas, mas garantida a vigência e operabilidade do Sistema Nacional de Rastreamento de Produtos Controlados pelo Exército, SisNaR”. Uma vez editada a nova normatização da matéria - 17 (dezessete) meses após a revogação das normas anteriores - impõe-se reconhecer que os contornos jurídicos da questão constitucional deduzida em juízo pelos Requerentes foi substancialmente alterada. Sem prejuízo do exame da nova regulamentação em sede apropriada, cabe anotar que as Portarias COLOG 212, 213 e 214, de 16/9/2021, efetivamente tratam de critérios e procedimentos para a operacionalização do SisNaR, contemplando os aspectos suscitados pelos Requerentes como indispensáveis para efetividade mínima da política pública de controle de armas e produtos bélicos controlados. Assim, considerando que a nova regulamentação produz efeitos a partir de data próxima, 16/3/2022, tratando da questão do rastreamento de armas de forma consistente com o teor das Portarias anteriormente revogadas, impõe-se reconhecer a descaracterização do quadro de inconstitucionalidade tal como deduzido em juízo pelos Requerentes, bem como a ausência de quaisquer efeitos concretos a demandar o exercício da jurisdição constitucional pelo SUPREMO TRIBUNAL FEDERAL, conforme indica a jurisprudência da CORTE: ADPF 377, Rel. Min. LUIZ FUX, decisão monocrática, DJe de 4/8/2017; ADPF 459, Rel. Min. EDSON FACHIN, decisão monocrática, DJe de 8/6/2017; ADPF 451, Rel. Min. DIAS TOFFOLI, decisão monocrática, DJe de 17/2/2017; ADPF 7, Rel. Min. ROBERTO BARROSO, decisão monocrática, DJe de 3/11/2015; ADPF 307, Rel. Min. DIAS TOFFOLI, decisão monocrática, DJe de ADPF 139, Rel. Min. GILMAR MENDES, decisão monocrática, DJe de 13/2/2014; entre outros julgados. Diante do exposto, JULGO PREJUDICADAS as ADPF 681 e 683 em razão da perda superveniente de seu objeto, e determino a extinção do processo, sem resolução do mérito, conforme o art. 485, VI, do Código de Processo Civil, e o art. 21, IX, do Regimento Interno do SUPREMO TRIBUNAL FEDERAL. Publique-se. Brasília, 3 de março de 2022."
"468",681,"27/09/2021","Vista ao(à) Ministro(a)","MIN. NUNES MARQUES","Decisão: Após o voto do Ministro Alexandre de Moraes (Relator), que confirmava a medida cautelar e julgava procedente o pedido formulado na arguição de descumprimento de preceito fundamental, para declarar a inconstitucionalidade da Portaria 62-COLOG, de 17/4/2020, da Portaria Interministerial 1634/GM-MD, de 22/4/2020, e a Portaria 423/2020 do Ministério da Justiça, por violarem os princípios da impessoalidade, da moralidade, do interesse público e da eficiência (art. 37, caput, da CF) e a garantia dos direitos fundamentais à vida e segurança (art. 5º, caput, da CF) e a políticas efetivas de segurança pública (art. 144 da CF), repristinadas a vigência e eficácia das Portarias COLOG 46, 60 e 61, todas de 2020, pediu vista dos autos o Ministro Nunes Marques. Falaram: pelo interessado, o Ministro Bruno Bianco Leal, Advogado-Geral da União; e, pelo amicus curiae, o Dr. Daniel Antonio de Moraes Sarmento. Plenário, Sessão Virtual de 17.9.2021 a 24.9.2021."
"469",681,"17/09/2021","Suspenso o julgamento","MIN. NUNES MARQUES","Pedido de Vista"
"470",681,"16/09/2021","Liminar deferida ad referendum","MIN. ALEXANDRE DE MORAES","Trata-se de Arguições de Descumprimento de Preceito Fundamental, com pedido de medida cautelar, propostas pelo Partido Democrático Trabalhista, PDT (ADPF 681), e pelo Partido Socialismos e Liberdade, PSOL (ADPF 683), contra a Portaria 62-COLOG, de 17/04/2020, que revoga as Portarias 46-COLOG, de 18/03/2020; 60- COLOG, de 15/04/2020; e 61-COLOG, de 14/04/2020, responsáveis por instituir o Sistema Nacional de Rastreamento de Produtos Controlado Pelo Exército (PCE) - SisNar. (...) A maior circulação de armas e munições – se não for acompanhada por regulamentação adequada – terá inevitável efeito sobre a circulação ilícita de armas em favor da criminalidade organizada. Não se afirma, por óbvio, que pessoas interessada em adquirir armas sejam estejam necessariamente suscetíveis a condescender com esse tipo de desvio. Mas é estatisticamente acurado inferir que a maior prevalência de armas em circulação implica em uma maior probabilidade de acesso a armas por criminosos. Exceto, em tese, se adotadas cautelas adicionais, e o que se tem no presente caso é a renúncia à implementação de medidas efetivas em prol do controle do comércio e circulação de armas, munições e demais PCEs. Portanto, a recusa do Poder Público federal em implementar as medidas de marcação e rastreamento de armas e munições produz um resultado incongruente e incompatível com o princípio da eficiência, no contexto das políticas de segurança pública. O Estado brasileiro deixa de exercer a competência constitucional para o controle e fiscalização de armas de fogo e, ao assim agir, favorece o incremento de riscos contrários ao exercício de outas competências igualmente constitucionais, em especial a garantia da segurança pública (art. 144 da CF). Dessa feita, deve ser invalidada a Portaria 62-COLOG, de 17/4/2020, garantida a efetividade das medidas de marcação e rastreamento de armas, munições e demais PCEs previstas nas Portarias COLOG 46, 60 e 61, todas de 2020, sem prejuízo a que o Comando Logístico venha a introduzir as alterações que entender devidas, mas garantida a vigência e operabilidade do Sistema Nacional de Rastreamento de Produtos Controlados pelo Exército, SisNaR. No mesmo contexto, deve ser invalidada a Portaria Interministerial 1634/GM-MD, de 22/4/2020, e a Portaria 423/2020 do Ministério da Justiça, na medida em incorre nas mesmas violações acima referidas. Diante do exposto, com fundamento no art. 10, § 3º, da Lei 9.868/1999 e no art. 21, V, do RISTF, CONCEDO A MEDIDA CAUTELAR, ad referendum do Plenário desta SUPREMA CORTE, para suspender a eficácia da Portaria 62-COLOG, de 17/4/2020, da Portaria Interministerial 1634/GM-MD, de 22/4/2020, e a Portaria 423/2020 do Ministério da Justiça, por violarem os princípios da impessoalidade, da moralidade, do interesse público e da eficiência (art. 37, caput, da CF) e a garantia dos direitos fundamentais à vida e segurança (art. 5º, caput, da CF) e a políticas efetivas de segurança pública (art. 144, da CF), repristinadas a vigência e eficácia das Portarias COLOG 46, 60 e 61, todas de 2020. Comunique-se, com urgência, o Comandante Logístico do Exército Brasileiro, o Ministro de Estado da Defesa e o Ministro de Estado da Justiça e Segurança Pública. Publique-se. Brasília, 16 de setembro de 2021."
"471",681,"13/09/2021","Deferido","MIN. ALEXANDRE DE MORAES","Trata-se de requerimento apresentado pelo Instituto Sou da Paz nos autos da ADPF 681 (doc. 28) e da ADPF 683 (doc.21), pelos quais requer o seu ingresso na relação processual na qualidade de amicus curiae. (...) Assim sendo, nos termos dos artigos 21, XVIII, e 323, § 3º, do Regimento Interno do STF c/c o art. 138 do Código de Processo Civil de 2015, DEFIRO O PEDIDO DE INGRESSO COMO AMICUS CURIAE requeridos na presente ADPF. À Secretaria, para as anotações pertinentes. Publique-se. Brasília, 10 de setembro de 2021."
"472",681,"08/09/2021","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF. Incluído na Lista 580-2021.AM - Agendado para: 17/09/2021 a 24/09/2021."
"473",682,"15/05/2020","Negado seguimento","MIN. RICARDO LEWANDOWSKI","""(...) Isso posto, com base no art. 4°, § 1°, da Lei 9.882/1999, bem assim
com fundamento no art. 21, § 1°, do RISTF, nego seguimento a esta
arguição de descumprimento de preceito fundamental, ficando
prejudicado, por conseguinte, o exame do pedido de liminar."""
"474",683,"04/03/2022","Prejudicado","MIN. ALEXANDRE DE MORAES","Em 3 de março de 2022: ""(...) JULGO PREJUDICADAS as ADPF 681 e 683 em
razão da perda superveniente de seu objeto, e determino a extinção do
processo, sem resolução do mérito, conforme o art. 485, VI, do Código de
Processo Civil, e o art. 21, IX, do Regimento Interno do SUPREMO
TRIBUNAL FEDERAL.
Publique-se."""
"475",683,"27/09/2021","Vista ao(à) Ministro(a)","MIN. NUNES MARQUES","Decisão: Após o voto do Ministro Alexandre de Moraes (Relator), que confirmava a medida cautelar e julgava procedente o pedido formulado na arguição de descumprimento de preceito fundamental, para declarar a inconstitucionalidade da Portaria 62-COLOG, de 17/4/2020, da Portaria Interministerial 1634/GM-MD, de 22/4/2020, e a Portaria 423/2020 do Ministério da Justiça, por violarem os princípios da impessoalidade, da moralidade, do interesse público e da eficiência (art. 37, caput, da CF) e a garantia dos direitos fundamentais à vida e segurança (art. 5º, caput, da CF) e a políticas efetivas de segurança pública (art. 144 da CF), repristinadas a vigência e eficácia das Portarias COLOG 46, 60 e 61, todas de 2020, pediu vista dos autos o Ministro Nunes Marques. Falaram: pelo requerente, o Dr. André Maimoni; pelo interessado, o Ministro Bruno Bianco Leal, Advogado-Geral da União; e, pelo amicus curiae, o Dr. Daniel Antonio de Moraes Sarmento. Plenário, Sessão Virtual de 17.9.2021 a 24.9.2021"
"476",683,"17/09/2021","Suspenso o julgamento","MIN. NUNES MARQUES","Pedido de Vista"
"477",683,"17/09/2021","Liminar deferida ad referendum","MIN. ALEXANDRE DE MORAES","Em 16 de setembro de 2021: ""(...) CONCEDO A MEDIDA CAUTELAR,
ad referendum do Plenário desta SUPREMA CORTE, para suspender a
eficácia da Portaria 62-COLOG, de 17/4/2020, da Portaria Interministerial
1634/GM-MD, de 22/4/2020, e a Portaria 423/2020 do Ministério da Justiça,
por violarem os princípios da impessoalidade, da moralidade, do
interesse público e da eficiência (art. 37, caput, da CF) e a garantia dos
direitos fundamentais à vida e segurança (art. 5º, caput, da CF) e a
políticas efetivas de segurança pública (art. 144, da CF), repristinadas a vigência e eficácia das Portarias COLOG 46, 60 e 61, todas de 2020.
Comunique-se, com urgência, o Comandante Logístico do Exército
Brasileiro, o Ministro de Estado da Defesa e o Ministro de Estado da
Justiça e Segurança Pública.
Publique-se."""
"478",683,"13/09/2021","Deferido","MIN. ALEXANDRE DE MORAES","Em 10 de setembro de 2021: ""(...) DEFIRO O PEDIDO DE INGRESSO COMO AMICUS CURIAE
requeridos na presente ADPF.
À Secretaria, para as anotações pertinentes.
Publique-se."""
"479",683,"08/09/2021","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF. Incluído na Lista 580-2021.AM - Agendado para: 17/09/2021 a 24/09/2021."
"480",684,NA,NA,NA,NA
"481",685,"17/03/2021","Negado seguimento","MIN. CÁRMEN LÚCIA",""
"482",686,"19/10/2021","Não conhecido(s)","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por maioria, não conheceu da arguição de descumprimento de preceito fundamental (artigo 4º, caput e § 1º, da Lei nº 9.882/1999 e artigo 21, § 1º, do RISTF), restando prejudicado o exame do pedido de liminar, nos termos do voto da Relatora, vencidos os Ministros Ricardo Lewandowski e Edson Fachin. Plenário, Sessão Virtual de 8.10.2021 a 18.10.2021."
"483",686,"29/09/2021","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF. Incluído na Lista 437-2021.RW - Agendado para: 08/10/2021 a 18/10/2021."
"484",687,"01/06/2020","Não conhecido(s)","MIN. LUIZ FUX","""Ex positis, NÃO CONHEÇO da presente arguição de descumprimento de preceito fundamental, com fundamento no artigo 4º da Lei federal 9.882/1999 e no artigo 21, § 1º, do RISTF.
Resta prejudicado o pedido de medida cautelar.
Publique-se.
Brasília, 1º de junho de 2020.
"""
"485",688,"16/11/2020","Agravo regimental não provido","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por unanimidade, conheceu do agravo e negou-lhe provimento, nos termos do voto do Relator. O Ministro Dias Toffoli acompanhou o Relator com ressalvas. Plenário, Sessão Virtual de 6.11.2020 a 13.11.2020."
"486",688,"29/10/2020","Indeferido","MIN. MARCO AURÉLIO","Há de buscar-se otimização do tempo em época na qual não se
consegue conciliar celeridade e conteúdo, ante a sobrecarga. A jurisdição não pode ficar paralisada, revelando-se oportuno o exame do recurso.

3. Indefiro o pedido.

4. Publiquem.

Brasília, 28 de outubro de 2020."
"487",688,"26/10/2020","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF-AgR. Incluído na Lista 886-2020.MAM - Agendado para: 06/11/2020."
"488",688,"17/06/2020","Negado seguimento","MIN. MARCO AURÉLIO","3. Nego seguimento ao pedido.

4. Publiquem.

Brasília, 12 de junho de 2020."
"489",689,"26/06/2020","Extinto o processo","MIN. GILMAR MENDES","Ante o exposto, não conheço da presente arguição de descumprimento de preceito fundamental (art. 4º, §1º, da Lei 9.882 c/c art. 21, IX, RISTF).      

Publique-se.
Brasília, 25 de junho de 2020."
"490",690,"15/03/2021","Procedente em parte","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por unanimidade,  julgou parcialmente procedente a arguição de descumprimento de preceito fundamental, para determinar que: (a) o Ministério da Saúde mantenha, em sua integralidade, a divulgação diária dos dados epidemiológicos relativos à pandemia (COVID-19), inclusive no sítio do Ministério da Saúde e com os números acumulados de ocorrências, exatamente conforme realizado até o dia 4 de junho de 2020; (b) o Governo do Distrito Federal se abstenha de utilizar nova metodologia de contabilidade dos casos e óbitos decorrentes da pandemia de COVID-19, mantendo a divulgação dos dados na forma como veiculada até o dia 18 de agosto de 2020, nos termos do voto do Relator. Falaram: pela requerente Rede Sustentabilidade, a Dra. Kamila Rodrigues Rosenda; e, pelo amicus curiae Open Knowledge Brasil – OKBR, a Dra. Bianca dos Santos Waks. Plenário, Sessão Virtual de 5.3.2021 a 12.3.2021."
"491",690,"24/02/2021","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF. Incluído na Lista 111-2021.AM - Agendado para: 05/03/2021."
